GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",511753,538135,547214,576930,622744,620112,694242,736559,719010,815855,889493,1015441,938484,1069879,1029774,1055539,1132636,1126939,1181814,1154407,1294728
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",39812,62592,66131,67115,69405,58635,89295,93735,50321,99730,151897,233509,111688,188481,102904,122523,155329,155122,163609,178843,223861
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",124,83,83,47,50,19,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",3850,3921,3713,3954,4360,4430,4673,4735,5516,7264,8750,6460,7552,9566,13834,17830,32801,30839,31721,30669,33485
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",16892,17235,18922,21233,22073,23125,22499,24133,54342,75411,52053,42698,47880,63989,75559,60813,45407,37457,39874,37468,73364
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",99920,94189,87621,99484,124883,124850,142544,158941,137859,134199,139455,156479,165848,169800,183712,193031,217341,201658,217455,205447,217057
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",78372,71912,62651,70845,95728,93909,109049,120960,99460,99246,104311,117383,118945,118365,126071,125485,135980,137248,155215,147442,154334
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",21548,22277,24970,28639,29155,30941,33495,37981,38398,34954,35144,39096,46904,51435,57642,67546,81361,64410,62239,58005,62723
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",39598,37800,38701,43327,45577,46385,49408,63587,67528,71947,79303,98198,109245,110963,110663,105404,116609,128274,127160,119309,132031
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",47237,47152,49197,51231,54063,54667,55959,55509,58028,59399,62145,66654,71799,72684,78948,81474,80312,79905,103384,100751,117389
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",36422,35095,40465,41927,47411,49820,44110,50436,40714,48090,56850,61930,65406,65054,58471,52041,53741,53467,53922,50600,52629
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",10247,10188,10403,11235,11842,12470,15055,17597,22413,23344,22584,23708,27065,26440,28119,24780,21899,21983,24808,23920,24190
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",98014,104242,104788,104038,108780,105359,123265,110890,120297,127815,141821,140755,136739,155307,161603,171039,175236,177239,174421,176828,176809
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",36483,39451,40785,36710,39447,41475,42632,41083,42500,44198,45756,51595,40720,54400,53556,55382,57586,66585,68341,73073,73865
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",61532,64791,64003,67327,69334,63884,80632,69807,77798,83616,96064,89161,96019,100907,108047,115657,117650,110654,106081,103755,102944
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",23970,24994,26017,26151,27527,30114,31498,34003,33203,33000,33825,35441,41183,44305,(D),(D),50874,48402,48027,46673,47960
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",17689,18979,19469,19512,20509,22570,23910,27022,25700,25480,25604,26821,30101,32266,33283,31865,32805,28627,28848,28128,27495
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4782,5227,(D),(D),(D),(D),(D),(D),(D)
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),6300,6812,(D),(D),(D),(D),(D),(D),(D)
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",57384,61559,63709,67863,66844,68354,70901,76707,84424,89472,92581,96508,99311,101785,106715,116433,123377,127535,131182,130052,134842
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),14486,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),29457,27188,28336,(D),(D)
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),49224,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),93921,100348,102847,(D),(D)
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",17577,16741,16276,17633,18696,19720,23624,25362,23708,24637,25540,28107,28455,33662,(D),(D),33739,39247,41363,29462,36586
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",1100,1200,1242,1375,1283,1200,1052,1329,1538,1656,1672,1743,1606,1955,(D),(D),1954,2412,2538,2050,2765
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",16477,15540,15033,16258,17413,18520,22571,24033,22171,22981,23868,26364,26850,31707,32761,32379,31786,36836,38825,27412,33820
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",20704,22344,21189,21693,21232,22163,21411,20923,20656,21535,22691,24994,26310,27840,28449,26813,25971,25811,24887,24386,24525
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",85107,89118,89735,88842,89753,102784,99257,108029,113874,121978,125384,124046,125002,134277,136745,140684,142194,146989,149682,153917,160073
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",39936,62675,66214,67162,69455,58654,89295,93735,50321,99741,151897,233509,111688,188481,102904,122523,155329,155122,163609,178843,223861
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",86836,84952,87897,94558,99640,101052,105367,119097,125557,131346,141448,164852,181044,183647,189611,186878,196921,208179,230544,220060,249420
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",40272,39016,44178,45882,51771,54250,48783,55171,46230,55354,65600,68390,72958,74621,72306,69871,86542,84306,85643,81269,86114
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",110167,104377,98025,110719,136725,137321,157599,176538,160272,157544,162039,180186,192914,196240,211832,217811,239240,223641,242262,229367,241247
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",156749,174098,172757,187879,216412,206630,254339,276809,242522,309351,343404,432686,325417,422271,362175,376367,418076,394237,420938,421758,514281
 "27420","Jamestown, ND (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",355004,364037,374457,389051,406332,413482,439903,459750,476488,506504,546088,582755,613066,647608,667598,679172,714560,732702,760875,732649,780446
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",3772804,3913567,3928741,4074632,4213777,4331203,4568062,4730354,4776433,5033291,4997215,4958828,4902107,4891518,4852642,4826593,4913781,5026858,5163747,4896012,5356426
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",3250068,3382257,3386101,3513896,3617780,3704388,3920152,4037979,4075260,4305986,4286707,4247661,4142885,4104192,4078766,4051811,4073904,4166639,4285459,4015554,4409014
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",13390,55800,24597,36547,60871,53278,83133,73121,58301,76775,96272,90779,109689,122251,114748,150300,139256,96561,96588,97008,104556
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",11042,10380,12102,15228,18758,24499,37322,62085,38548,46804,54792,88240,52487,48911,21793,18961,22889,22993,24184,21375,25100
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",277030,279686,304446,331621,288970,316750,327887,363823,300071,340884,272191,127596,110667,112308,118098,68595,55707,55865,77193,63451,88169
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",123839,120508,116862,120063,141582,134927,136934,149076,153595,142869,148307,149432,155965,156146,157332,155506,163174,178905,190513,173604,185903
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",957741,943706,898516,887928,996953,1057400,1048474,973887,1046475,1127812,1100474,1138755,1198654,1141501,1124140,1089062,1069342,1041491,1050055,917941,992932
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",(D),555541,521243,539833,569506,593480,592534,569289,498492,504566,572603,638896,735512,714964,729263,714753,722091,706613,722481,623518,650386
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",(D),388164,377273,348094,427448,463920,455940,404598,547983,623246,527871,499859,463142,426538,394877,374309,347251,334878,327574,294424,342546
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",99161,103183,109200,119863,126208,140022,151961,163006,146405,141677,140136,139086,132043,128441,132362,124335,117571,124733,126060,121825,139638
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",248579,259611,270884,305760,311895,325940,319478,317431,335570,349409,352794,353561,365743,364015,373815,362580,359944,368560,387880,377294,435556
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",74681,71580,84065,90985,109411,123290,127222,143119,119547,133461,132801,89217,81512,85697,92375,76041,78415,79554,78657,66752,80094
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",118557,130085,129232,128287,118542,108243,103241,112671,123763,140520,137806,136998,113271,90082,80901,87449,86636,83809,80616,83761,92816
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",636194,662187,669567,658885,615102,636970,706971,755302,828610,854034,900662,976695,860828,886561,848127,886373,917864,1044285,1048249,1075847,1111200
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",164886,153249,146211,138089,148995,145655,134336,138026,175245,186987,180569,204367,182740,196522,196801,203439,194148,211115,226938,235290,244874
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",471309,508937,523357,520797,466107,491315,572635,617275,653364,667047,720093,772328,678088,690039,651325,682934,723716,833170,821311,840556,866326
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",170918,182605,185183,207383,210908,152465,229696,236701,227042,256129,249112,251873,250942,256336,259094,246947,254969,253252,268644,258362,288384
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",65960,70988,71118,71805,74694,76339,76481,79393,72091,72271,74650,75232,77459,81802,84601,83972,86280,88072,93189,87194,98379
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",63169,66931,63234,80948,77331,14718,79916,77194,78782,84263,83570,83812,82287,82576,84355,83537,85833,80290,85393,84032,89380
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",41789,44685,50830,54630,58882,61408,73299,80113,76170,99595,90892,92829,91196,91958,90138,79437,82856,84890,90062,87135,100625
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",289026,309659,335083,351293,358831,363204,366009,402005,425575,431121,433500,442805,441549,435886,466075,491318,512934,490657,504361,485721,522280
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",6572,6641,7841,8547,8851,10097,17133,18735,32908,35015,38566,42679,44756,48916,55599,66146,76727,47319,52499,41333,48248
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",282454,303018,327242,342745,349980,353107,348876,383270,392667,396105,394934,400126,396792,386970,410476,425172,436207,443338,451862,444388,474032
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",133058,147640,145740,156941,156166,157167,170384,176982,162057,156013,158700,161695,168635,171082,183035,186342,184954,209524,230861,158582,216567
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",23865,30285,28668,36767,36148,32475,38417,39718,27438,23185,23441,22897,22516,22498,22090,22753,23999,28052,28973,19994,27292
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",109193,117355,117072,120174,120018,124692,131968,137264,134619,132828,135259,138798,146118,148584,160944,163588,160956,181472,201889,138588,189274
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",96852,105627,100623,103112,103585,110233,111440,108772,109699,108477,109159,100929,100900,104973,106871,108003,110248,116449,121597,114031,125819
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",522736,531310,542641,560736,595997,626815,647910,692375,701173,727305,710507,711167,759222,787326,773876,774783,839876,860219,878288,880458,947412
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",24432,66180,36699,51776,79628,77776,120456,135207,96849,123579,151064,179020,162176,171162,136541,169260,162145,119554,120772,118383,129656
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",347740,362794,380084,425623,438102,465962,471439,480437,481975,491086,492931,492647,497787,492456,506177,486915,477515,493293,513940,499119,575195
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",351711,351267,388511,422606,398381,440040,455109,506942,419619,474345,404992,216813,192180,198005,210473,144636,134122,135419,155850,130203,168264
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",1076299,1073790,1027747,1016215,1115495,1165643,1151715,1086558,1170238,1268332,1238280,1275753,1311925,1231584,1205042,1176511,1155978,1125301,1130672,1001702,1085748
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",1106012,1130394,1052077,1059766,1218164,1270103,1305863,1258169,1296919,1394261,1399846,1467207,1516794,1468810,1418013,1413828,1394662,1339950,1361340,1209929,1308490
 "27460","Jamestown-Dunkirk-Fredonia, NY (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",2144056,2251863,2334024,2454130,2399617,2434285,2614289,2779810,2778340,2911726,2886862,2780454,2626090,2635382,2660753,2637982,2679242,2826689,2924118,2805625,3100524
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",1217029,1273649,1408338,1533934,1678396,1695102,1705984,1782172,1821711,1916967,1881497,1791224,1797915,1861196,1866333,1927792,2027230,2094080,1915722,1800840,1915181
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",1056105,1070505,1188223,1308298,1442822,1447308,1457647,1543951,1567629,1669054,1639528,1561869,1558431,1607343,1612404,1665989,1767561,1827696,1668104,1550935,1657893
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",32044,24435,32825,37447,35811,24030,(D),(D),(D),(D),6618,10744,(D),24412,27959,(D),23345,24225,(D),7117,25662
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",52901,48300,62609,77608,121093,126648,150697,198002,202493,222658,202026,183016,159983,98954,109589,138583,231245,237338,147108,84911,49203
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",177487,(D),(D),(D),190021,225534,(D),(D),(D),(D),184231,129070,146081,203751,191733,226050,193771,211660,60536,37762,(D)
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",35113,36815,45237,51161,45650,45289,50206,42855,39454,39484,41464,44843,45157,52081,55868,58142,59708,66664,79015,61298,60384
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",65395,67505,82379,105190,123196,125247,127297,134246,161272,167801,188119,184144,197823,199455,185024,194905,216491,237425,243017,242064,275192
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",31953,(D),(D),47257,(D),(D),(D),64867,70325,78750,95229,96752,100181,100939,98311,102085,118376,134223,139339,137349,148925
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",33441,(D),(D),57933,(D),(D),(D),69379,90948,89050,92889,87392,97642,98517,86713,92820,98114,103201,103678,104716,126267
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",37241,(D),(D),(D),40196,41168,(D),(D),(D),(D),53285,(D),60770,(D),51578,51867,53184,53830,53962,47914,54530
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",157002,162365,168514,169854,181286,191448,189611,180502,175636,173075,183331,192378,197931,198156,203091,205154,208121,218267,236362,252401,283712
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",36935,39035,42224,44871,40009,48806,48003,49571,43093,48089,54657,(D),(D),(D),(D),(D),(D),42206,45717,43751,51723
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",17776,18994,18258,20939,25315,21318,18542,17173,15785,15246,16187,15250,17726,17026,18015,16669,21179,20071,22035,23152,24667
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",226096,241424,274152,306892,355105,285089,283348,292212,323838,348802,344041,313715,268392,316782,317437,298398,306721,279068,305171,292757,303253
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",78870,86262,113037,124378,149873,78083,74373,54785,63344,71905,59446,79654,78744,87425,85314,80421,73229,79522,83309,82676,97053
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",147226,155162,161115,182515,205232,207006,208975,237427,260494,276897,284595,234061,189648,229357,232123,217976,233493,199546,221862,210081,206200
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",44320,48850,50212,53465,59261,71326,68306,78597,74567,71138,74265,78332,83422,72794,69162,70652,70366,76935,(D),81982,(D)
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",23283,26779,29013,28909,35796,40652,40088,42190,40517,36783,36048,36180,41740,37139,36306,34411,37152,38658,38801,41472,44402
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",14109,14294,13081,16074,13914,19473,13593,20027,21125,21068,24809,28041,26550,21520,19739,20330,17528,21714,(D),17975,(D)
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",6928,7777,8119,8482,9552,11202,14625,16381,12924,13287,13409,14111,15132,14135,13117,15911,15686,16562,(D),22535,(D)
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",95488,101385,108698,114531,128500,137499,147934,161070,176765,178481,182248,185478,194467,203012,(D),222847,(D),226496,238016,234849,236755
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),(D),(D),(D),400,530,459,461,540,458,505,551,506,(D),532,(D),651,1112,1301,1666
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),(D),(D),(D),137099,147404,160611,176304,177941,181790,184973,193917,202506,(D),222316,(D),225845,236904,233548,235088
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",32270,33899,36519,38882,43029,47411,51875,54422,56347,53216,53107,54460,55029,59942,61278,63388,63822,65237,71078,68774,83080
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",2794,2999,3096,3289,3623,3642,8171,11807,12710,8528,5769,4178,3268,3350,2823,3082,3595,3482,3343,2569,3219
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",29476,30900,33422,35593,39406,43769,43704,42615,43637,44688,47338,50282,51762,56592,58455,60305,60227,61755,67735,66205,79861
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",46036,48456,48891,50886,54349,56495,58799,55342,53239,54844,55949,58966,59524,61510,62356,62109,63821,68274,70470,72201,77415
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",160923,203144,220115,225635,235574,247794,248337,238221,254081,247913,241969,229355,239484,253853,253929,261803,259669,266384,247617,249905,257289
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",84945,72735,95434,115056,156904,150678,(D),(D),(D),(D),208644,193761,(D),123366,137549,(D),254590,261563,(D),92028,74864
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",194243,(D),(D),(D),221482,232616,(D),(D),(D),(D),236616,(D),258702,(D),254669,257021,261305,272097,290324,300315,338242
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",214422,(D),(D),(D),230030,274340,(D),(D),(D),(D),238888,(D),(D),(D),(D),(D),(D),253866,106253,81513,(D)
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",83171,86499,100637,126129,148511,146565,145839,151419,177057,183047,204305,199393,215549,216481,203039,211574,237670,257495,265052,265216,299859
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",185453,177055,223049,271407,325750,321214,(D),(D),(D),(D),438226,422748,(D),374902,378441,(D),530789,565652,(D),395391,410440
 "27530","Jasper, AL (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",870652,893450,965173,1036892,1117072,1126094,(D),(D),(D),(D),1201301,1139121,(D),1232441,1233963,(D),1236772,1262044,(D),1155544,1247452
 "27540","Jasper, IN (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",2268528,2332378,2418565,2486006,2623810,2792876,2772070,2733409,2679815,2907816,2938738,3005845,3263350,3444598,3496981,3452995,3570117,3575283,3602000,3468107,3780086
 "27540","Jasper, IN (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",2147600,2208147,2289606,2347935,2480417,2623628,2620141,2574019,2517603,2746741,2776560,2842434,3100513,3267899,3320090,3269617,3382711,3380276,3396786,3255031,3557429
 "27540","Jasper, IN (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",61374,71564,86067,95695,73546,82333,102762,114766,30798,71182,79437,87113,131300,130446,232919,73590,105929,124315,34901,(D),156354
