GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "14220","Bogalusa, LA (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",71305,74265,79316,79646,83544,93980,96244,89905,86175,89429,86293,82823,87012,86480,79423,87496,94356,99418,100455,108904,126200
 "14220","Bogalusa, LA (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",33570,31576,18206,33779,36147,38529,37043,40041,34448,38575,34530,33581,36213,38348,(D),39755,(D),(D),39036,36790,54122
 "14220","Bogalusa, LA (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",143345,150243,147775,176936,170057,185803,185793,192367,233581,247217,296214,287449,268627,304645,340898,314191,318413,354630,304343,251655,287191
 "14220","Bogalusa, LA (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",186474,188417,171519,191885,196698,232112,241984,232467,267192,281544,334299,333179,324640,368550,401254,370754,373310,408414,356588,286575,340297
 "14220","Bogalusa, LA (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",370247,397114,410135,452373,485759,485105,374021,446255,520149,515003,559905,464173,475395,506704,522791,550416,578806,598463,625444,631328,681173
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",528833,496549,514381,531197,529276,539540,510691,535237,552160,572363,602013,604907,641215,670963,720639,766971,812651,926108,993972,1012740,1100523
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",412373,369458,376120,396654,388084,394931,362551,375728,383162,396204,429314,425740,451615,474498,519326,556385,594589,698620,756096,760914,844492
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",4412,14962,27605,33675,16247,8302,7224,5036,13745,3694,4309,3742,3548,(D),18061,5223,4023,8261,4195,4491,4072
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",2105,2165,3789,4875,1783,2096,3009,5794,6051,9258,6365,5988,3440,3216,4196,8799,13875,13669,13860,21789,21159
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",6211,6415,6225,6926,5085,5851,5823,5641,6151,6281,6025,5711,5822,(D),6679,7013,(D),7033,6220,6103,14188
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",27116,25836,24405,24312,26315,32705,26908,26803,21870,24242,28099,30242,32806,33398,34304,39421,48113,59004,73022,60895,70232
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",138109,60188,48038,47476,47835,43864,40686,45782,38466,36070,33860,37157,49672,56197,61723,67225,75005,85939,82031,84079,111330
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",129044,52215,43139,42232,42604,38253,34886,39925,32176,29851,27061,30420,38767,42162,44835,53524,61189,70240,67170,71936,97889
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",9066,7973,4899,5244,5231,5610,5801,5857,6290,6219,6799,6737,10906,14035,16889,13702,13816,15699,14861,12143,13441
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",21200,20776,21959,24469,26547,25597,25682,27935,29327,31573,34243,38380,46581,54007,60330,58820,59791,102974,143898,137860,149509
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",55012,54577,54314,53107,52520,52959,51100,50852,51492,57964,56259,53710,52737,55634,61314,63323,67792,71861,70716,66777,76243
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",5363,4758,5236,6778,8391,10370,11399,12839,10613,13974,18607,17775,13393,13158,12431,13261,15681,17187,17917,15389,15815
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",4567,4797,4553,4079,4702,5461,7967,9247,7620,6154,4664,3580,4743,4170,4659,4647,6484,7049,3284,3319,3583
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",82872,99824,103513,108729,115749,121311,95538,94101,105751,114533,144255,129830,136914,141375,150057,176590,177284,189509,195901,213652,213550
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",30115,35895,36150,31433,28998,31167,16482,14301,17071,20562,20747,22709,23072,24279,25644,28197,28547,26451,26945,26341,28240
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",52757,63929,67363,77296,86750,90143,79056,79800,88680,93971,123508,107120,113842,117097,124413,148392,148737,163058,168955,187311,185310
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",16250,18320,18012,20061,21146,22931,26207,29969,25796,26517,26668,29511,30018,31245,29827,31563,(D),44366,48484,50136,62270
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",9665,10436,9569,9337,(D),(D),(D),10584,10356,10965,10552,10182,10684,10105,10870,11995,13254,(D),(D),(D),(D)
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",3659,(D),(D),(D),(D),(D),(D),(D),(D),(D),10070,10858,10606,11771,11536,11745,(D),(D),(D),(D),(D)
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",2926,(D),(D),(D),(D),6393,7656,(D),(D),(D),6046,8471,8727,9369,7421,7824,(D),13760,15196,17220,24409
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",20887,24381,26577,31053,31652,32851,31584,33225,35830,35715,35881,37160,37384,36483,38882,41581,44966,47988,49167,49874,49535
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),536,(D),(D),(D),486,461,(D),(D),(D),(D),(D),(D),(D)
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),35294,(D),(D),(D),36898,36022,(D),(D),(D),(D),(D),(D),(D)
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",10059,11035,11670,9308,9038,9436,10255,10347,11217,10372,10291,12404,13999,13995,15052,16564,16491,17921,20143,18665,23279
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",(D),(D),749,497,219,0,300,0,636,768,1398,1714,2271,2187,2208,2521,2195,2568,2700,1745,2621
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",(D),(D),10921,8810,8819,9436,9955,10347,10580,9604,8892,10690,11728,11808,12843,14044,14296,15353,17443,16920,20657
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",18210,21424,20225,21807,21075,21198,19169,18158,19233,19857,19788,20550,20558,21640,21810,22355,22679,25858,27260,27885,29728
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",116460,127091,138261,134543,141192,144609,148140,159509,168998,176159,172699,179167,189600,196465,201313,210586,218062,227488,237876,251826,256031
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",6517,17127,31394,38550,18030,10397,10233,10830,19796,12952,10674,9730,6988,(D),22258,14022,17898,21930,18054,26281,25230
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",76212,75354,76273,77576,79067,78556,76782,78787,80819,89537,90502,92090,99318,109641,121644,122143,127583,174835,214613,204638,225752
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",11574,11173,11461,13704,13476,16221,17222,18480,16764,20255,24632,23486,19215,(D),19110,20274,(D),24220,24137,21492,30003
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",142676,64985,52590,51555,52537,49325,48653,55029,46086,42224,38524,40737,54416,60367,66382,71872,81490,92989,85315,87398,114913
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",171742,103151,103836,110337,92179,86966,77827,83415,80132,73263,72633,77129,89466,(D),118285,120667,141016,166873,173107,171254,206793
 "14300","Bonham, TX (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",240631,266307,272284,286317,295904,307965,284724,292312,303030,322941,356682,348611,362149,(D),401041,435718,453573,531747,582989,589659,637699
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",1162829,1229971,1295334,1410110,1508815,1605495,1641936,1696969,1678480,1760044,1716137,1811401,1841698,1888367,1935759,2050585,2135560,2254789,2376571,2341599,2618767
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",902503,970560,1025048,1123603,1200431,1275840,1284760,1323454,1276396,1342533,1299134,1412171,1430718,1473815,1496900,1605848,1667891,1765285,1872004,1837544,2087232
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2342
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",2485,2702,3495,5823,5346,5471,4976,3970,3545,6010,4048,3241,4347,5350,4414,5037,5538,4910,5746,4693,(D)
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",2514,2441,2965,3090,2300,3001,3351,4270,4504,4638,4429,3390,3407,3607,3482,3883,3735,4251,4256,4447,4670
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",68246,67972,81178,110824,104347,112459,119919,123818,101285,78421,66749,68577,68719,75058,80967,86255,94954,98780,102916,104010,108627
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",72603,62513,67667,72409,84075,102490,98085,84381,87872,84101,78354,69517,66935,61553,62888,63948,70224,65839,61545,64023,71249
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",28164,26752,(D),(D),(D),(D),(D),(D),(D),29255,25074,23555,21229,17734,15701,13584,16000,17011,16298,15850,18006
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",44439,35762,(D),(D),(D),(D),(D),(D),(D),54846,53280,45962,45706,43819,47186,50364,54224,48829,45247,48173,53243
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",37067,39076,42487,52344,64724,71029,83026,87195,80341,82591,64241,65388,62568,58437,55593,54518,52570,54026,57615,57639,65229
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",119827,122345,127261,131809,144449,154417,157168,153211,144582,142343,136259,137186,139151,143114,150726,166746,180349,186948,200152,199202,231771
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",24014,22419,24768,30148,31399,29826,31237,28486,24136,24034,28068,28847,35805,34340,38201,38179,36435,30744,25518,21515,22133
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",226369,253931,265145,289945,311110,320336,301970,329106,329916,413098,400127,478373,479920,483523,454909,514116,518764,572378,628771,649273,716673
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",54988,80130,81083,87542,88546,85343,45711,54683,39536,76393,89789,66193,75006,91381,96910,108678,123315,126616,137629,135961,164736
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",171380,173801,184061,202403,222564,234993,256259,274424,290380,336705,310338,412179,404913,392142,357998,405438,395449,445762,491142,513312,551937
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",74134,85969,86881,93693,104804,107306,114050,131911,127395,135466,137412,139300,141611,155469,168904,170776,184309,192319,206168,192517,230407
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",38973,43443,45096,47348,51245,53598,55735,57884,54195,55362,55852,57455,61628,67119,69378,71300,69202,74906,81333,94988,126223
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",17370,24055,24385,28353,30779,29371,29827,43601,42324,47070,48703,50356,50699,46851,51238,46793,56308,55297,57892,59615,63400
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",17790,18471,17400,17991,22781,24337,28488,30426,30876,33034,32856,31489,29284,41499,48288,52682,58799,62116,66943,37914,40785
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",109279,132560,136020,144621,156899,166390,167234,190586,195480,192438,194685,213669,220874,229857,232800,241483,245302,265505,291336,285043,306881
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",3327,2919,3453,3884,3973,4426,6271,7279,7677,8841,9162,9377,8273,10030,10345,10720,9052,9007,9702,8368,7965
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",105952,129641,132567,140737,152926,161965,160963,183307,187802,183597,185523,204291,212601,219827,222454,230763,236250,256498,281634,276675,298915
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",105058,108969,107911,110476,112033,122149,131434,125991,117764,116016,121096,132992,142210,155399,172194,189271,203327,212150,210349,182368,241387
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",18312,19014,19490,19788,22055,23530,25390,26042,25095,24312,25607,25923,24556,24837,24504,26283,27875,29387,30917,28356,36966
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",86746,89955,88422,90688,89978,98619,106044,99948,92670,91704,95489,107069,117654,130561,147691,162988,175451,182762,179432,154012,204421
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",35979,39465,39565,43199,45537,50011,47353,45430,44769,45996,44360,45174,43777,45608,47716,50917,52600,55754,57420,57061,64381
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",260325,259411,270286,286507,308384,329655,357176,373515,402084,417511,417003,399230,410980,414552,438859,444737,467669,489504,504567,504055,531534
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",156893,161420,169747,184153,209174,225446,240194,240405,224923,224934,200500,202575,201720,201551,206319,221264,232920,240974,257768,256841,296999
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",96617,84932,92435,102557,115474,132316,129322,112867,112008,108135,106421,98364,102741,95893,101089,102127,106658,96583,87063,85538,93382
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14380","Boone, NC (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",893022,775840,847052,1011747,1068700,1203299,1408444,1787323,1925321,1279128,1160274,1382357,5272733,7464766,5228848,6054903,5325802,5861247,4563845,2862466,4839787
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",816179,698143,765654,929533,985815,1118647,1319594,1702596,1836743,1186861,1070759,1289878,5176289,7365556,5123965,5947481,5216425,5749514,4453186,2747421,4722462
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",5578,8956,(D),(D),(D),(D),(D),(D),(D),4592,1194,1490,20235,1375,2141,2625,1792,3404,2337,2028,1997
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",179373,156006,197363,214680,268026,303905,335676,402133,248297,327947,331108,335710,314857,330817,250085,233199,242988,263790,261109,236478,261672
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",78883,65374,(D),(D),(D),(D),(D),(D),(D),(D),84910,(D),81845,(D),(D),79874,77611,(D),77149,76277,(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",62026,54841,44430,43425,56305,90190,82491,125532,151332,98048,88004,82784,89278,95677,104946,149190,110547,91432,79185,76650,83300
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",320315,238158,267788,420864,407770,416110,578902,848949,1093368,416799,283622,473051,4358810,6535902,4352848,5171841,4473158,4996745,3704962,2016908,3929220
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",31169,(D),(D),(D),49254,60185,61815,219029,173895,258987,62713,67739,55214,38427,28150,25225,28321,31581,27341,22578,24127
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",289146,(D),(D),(D),358517,355924,517086,629919,919473,157813,220909,405312,4303596,6497474,4324698,5146616,4444838,4965163,3677621,1994330,3905093
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",7035,7739,7071,10615,12914,15016,13655,16323,16920,19480,24185,32630,28970,28992,28936,23967,18748,16038,15443,15285,17456
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",31335,31553,31973,31085,34306,38372,39996,35021,40121,38886,40747,38651,39269,38347,41522,47034,51180,53876,57954,56351,61681
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",13325,11773,12688,13769,16528,18593,19379,16454,16994,11777,19458,21374,22729,21654,22342,16462,11615,21165,9985,10002,10949
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",3136,3495,3523,3078,3431,4564,7139,7147,5454,(D),(D),(D),(D),(D),(D),(D),3118,3076,2873,2769,2752
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",53759,55167,54187,56067,61174,77742,73256,75704,91030,85763,99635,107383,99243,103740,109198,99852,101387,105542,111780,125744,126038
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",13037,12950,11844,10679,10612,10872,10812,10531,11604,11119,11739,12493,12738,13643,13936,16360,15899,17874,17635,17254,17765
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",40722,42217,42343,45388,50562,66870,62444,65173,79426,74644,87897,94890,86505,90096,95262,83491,85488,87667,94145,108490,108273
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",12230,12677,14615,16441,17770,21869,25967,30995,27986,34123,34700,43423,37250,41232,44380,(D),39020,(D),(D),47696,56241
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",7254,8082,10628,12813,14416,11294,14347,17078,15089,20271,20889,27917,22739,25491,28190,21750,19069,16189,22143,(D),29507
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",0,0,0,0,0,7278,8513,10519,9574,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",4976,4596,3986,3628,3354,3296,3107,3398,3323,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",15712,17161,(D),(D),10880,10523,11944,19945,22768,22391,23844,30775,(D),35002,30739,32583,39733,39977,(D),40316,(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),(D),(D),32,64,161,295,583,618,441,10,153,(D),(D),(D),(D),(D),(D),(D),(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),15731,14694,10847,10459,11783,19650,22185,21773,23403,30765,(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",16497,16522,17432,15900,(D),(D),(D),(D),(D),17569,(D),20316,22639,26929,29741,28316,23745,22345,24752,20119,24255
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",1070,1167,1121,937,(D),(D),(D),(D),(D),1278,(D),2477,3470,3888,4149,3384,2282,2037,1966,1627,1964
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",15427,15355,16311,14963,16580,20492,19706,20333,17058,16291,(D),17839,19169,23041,25592,24932,21463,20308,22785,18493,22290
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",16977,18720,18868,18670,19086,19594,19982,18933,18698,17390,17231,19703,21079,21545,21317,21439,21784,21350,21272,20797,22016
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",76844,77697,81397,82215,82885,84652,88850,84726,88578,92267,89515,92479,96444,99210,104883,107422,109377,111733,110659,115045,117325
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",184951,164962,(D),(D),(D),(D),(D),(D),(D),332539,332302,337201,335091,332192,252226,235824,244780,267194,263447,238506,263668
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",38370,39292,39044,41700,47220,53388,53651,51344,57041,58366,64932,71281,68240,67339,70458,71001,69928,69914,73397,71635,79137
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",92207,77148,(D),(D),(D),(D),(D),(D),(D),(D),104368,(D),104574,(D),(D),96336,89226,(D),87134,86279,(D)
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",323451,241653,271311,423942,411201,420674,586040,856096,1098822,(D),(D),(D),(D),(D),(D),(D),4476277,4999820,3707834,2019677,3931972
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",567291,457961,(D),(D),(D),(D),(D),(D),(D),847386,703928,893036,4783179,6963770,4710020,5556855,4828485,5355370,4047593,2332064,4276188
 "14420","Borger, TX (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",248887,240182,(D),(D),(D),(D),(D),(D),(D),339475,366831,396843,393110,401786,413945,390625,387940,394144,405593,415357,446273
 "14580","Bozeman, MT (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",1783860,1935119,2190431,2583156,2923767,3254073,3483052,3554595,3436302,3492001,3797899,4014347,4267940,4572247,4926434,5222047,5638075,6032996,6602594,6983025,8088790
 "14580","Bozeman, MT (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",1449650,1582683,1803175,2169633,2478838,2787217,2985735,3029308,2894747,2943319,3227414,3429355,3666493,3943520,4281836,4545589,4932527,5303076,5828112,6182184,7230018
